날짜,편입비중_삼성전자,편입비중_삼성바이오로직스,편입비중_SK하이닉스,편입비중_LG화학,편입비중_삼성SDI,지수,설정좌수,환매좌수,총좌수,iNAV,AUM,매매내역_삼성전자,매매내역_삼성바이오로직스,매매내역_SK하이닉스,매매내역_LG화학,매매내역_삼성SDI,주식잔고_삼성전자,주식잔고_삼성바이오로직스,주식잔고_SK하이닉스,주식잔고_LG화학,주식잔고_삼성SDI
2020-01-02,0.7465177809953091,0.0223014533402003,0.1521727919969834,0.04413328113700623,0.034874692530500954,1.0,1000000,0,1000000,10000.0,10000000000.0,135238.0,526.0,16068.0,1405.0,1503.0,135238,526,16068,1405,1503
2020-01-03,0.7486846168850498,0.021907840086204593,0.15146897495903783,0.043601537682745266,0.034337030386962494,1.002524862833912,50000,0,1050000,10025.24862833912,10526511059.756077,6762.0,26.0,804.0,70.0,75.0,142000,552,16872,1475,1578
2020-01-06,0.7496220661287114,0.021415476356185358,0.15133766290564774,0.043094638740373774,0.03453015586908171,1.001271142837022,150000,100000,1100000,10012.71142837022,11013982571.207241,6762.0,27.0,803.0,71.0,75.0,148762,579,17675,1546,1653
2020-01-07,0.7501326284903651,0.021676988544439793,0.15014734675685168,0.04345099604320048,0.03459204016514299,1.0059982408983728,100000,100000,1100000,10059.982408983728,11065980649.882101,0.0,0.0,0.0,0.0,0.0,148762,579,17675,1546,1653
2020-01-08,0.7510336800032921,0.02078664129523534,0.15302274407738561,0.04150051733028023,0.03365641729380672,1.0227983085159784,150000,100000,1150000,10227.983085159784,11762180547.93375,6762.0,26.0,804.0,70.0,75.0,155524,605,18479,1616,1728
2020-01-09,0.7537060937858034,0.020789091241310082,0.15129534163926406,0.04097041653917109,0.033239056794451285,1.0514694722509847,50000,50000,1150000,10514.694722509848,12091898930.886326,0.0,0.0,0.0,0.0,0.0,155524,605,18479,1616,1728
2020-01-10,0.7524366632260271,0.021243111011907432,0.1486056172297967,0.04271415644910815,0.03500045208316061,1.0694194921005575,200000,150000,1200000,10694.194921005575,12833033905.20669,6762.0,26.0,803.0,70.0,75.0,162286,631,19282,1686,1803
2020-01-13,0.7502716923567468,0.021198001895617876,0.14932046147828676,0.0432110132433538,0.035998831025994715,1.0815180406156748,200000,50000,1350000,10815.180406156747,14600493548.31161,20286.0,79.0,2411.0,211.0,226.0,182572,710,21693,1897,2029
2020-01-14,0.7496953928853474,0.020917230580883548,0.1492057652903648,0.04330768006613474,0.036873931177269545,1.0823494159729607,150000,100000,1400000,10823.494159729607,15152891823.62145,6762.0,27.0,803.0,70.0,75.0,189334,737,22496,1967,2104
2020-01-15,0.7494198646800878,0.021239508132351415,0.14820765234701885,0.04336546951557805,0.03776750532496392,1.0647015583761825,200000,200000,1400000,10647.015583761826,14905821817.266556,0.0,0.0,0.0,0.0,0.0,189334,737,22496,1967,2104
2020-01-16,0.7533785167882459,0.020849213482017168,0.1462925344907051,0.042438099683687044,0.03704163555534485,1.0896236929313583,200000,100000,1500000,10896.236929313583,16344355393.970375,13524.0,52.0,1607.0,141.0,150.0,202858,789,24103,2108,2254
2020-01-17,0.7549145867551407,0.020710974025644285,0.14486333805306728,0.04262035531414135,0.03689074585200643,1.0981552348958943,50000,50000,1500000,10981.552348958943,16472328523.438416,0.0,0.0,0.0,0.0,0.0,202858,789,24103,2108,2254
